"Age","Total","Visual","Auditory","Touch","smellTaste","Movement","multiSensory","Gender","Country","Smell","Region"
"<20",22,3,5,3,5,3,3,"Male","South Africa",3,"southAfrica"
"35-50",-26,-2,-10,-1,-3,-5,-5,"Female","South Africa",0,"southAfrica"
"50+",-28,-5,-3,0,-6,-6,-8,"Female","Australia",-4,"AustrNZ"
"20-35",4,3,1,0,0,-1,1,"Female","South Africa",3,"southAfrica"
"50+",-11,0,-3,-1,-2,-2,-3,"Female","South Africa",0,"southAfrica"
"20-35",14,-1,3,-2,2,7,5,"Male","South Africa",2,"southAfrica"
"20-35",4,0,-3,-2,5,3,1,"Female","United States",4,"northAmerica"
"<20",4,1,-1,-2,0,3,3,"Female","South Africa",1,"southAfrica"
"35-50",-6,2,-7,3,-4,1,-1,"Female","South Africa",0,"southAfrica"
"20-35",8,2,-1,1,1,3,2,"Female","South Africa",2,"southAfrica"
"35-50",-5,-5,-8,7,-1,5,-3,"Female","South Africa",-1,"southAfrica"
"50+",-29,-8,-8,-4,-2,-1,-6,"Female","Canada",1,"northAmerica"
"35-50",-4,-3,-6,4,-1,1,1,"Other","Canada",-3,"northAmerica"
"35-50",8,0,0,2,6,2,-2,"Male","South Africa",4,"southAfrica"
"20-35",16,3,-1,3,4,0,7,"Female","South Africa",1,"southAfrica"
"50+",-24,-5,-7,1,-5,-3,-5,"Female","United States",-4,"northAmerica"
"20-35",-8,-2,-2,-3,1,1,-3,"Male","United Kingdom",-1,"UKireland"
"35-50",-25,-3,-8,-7,-7,2,-2,"Female","South Africa",-3,"southAfrica"
"35-50",-36,-6,-7,-7,-10,0,-6,"Male","South Africa",-5,"southAfrica"
"20-35",1,-3,-2,3,3,1,-1,"Female","United States",1,"northAmerica"
"35-50",4,1,-2,0,1,7,-3,"Female","United Kingdom",1,"UKireland"
"<20",-21,-1,-6,-7,0,-3,-4,"Female","United Kingdom",0,"UKireland"
NA,3,-4,-2,4,3,-1,3,"Female","United States",2,"northAmerica"
"20-35",17,3,4,4,2,1,3,"Male","South Africa",0,"southAfrica"
"<20",4,1,-1,1,1,1,1,"Male","South Africa",1,"southAfrica"
"35-50",-16,1,-9,-3,1,-1,-5,"Female","South Africa",0,"southAfrica"
NA,-13,-2,-5,-6,-5,5,0,"Female","South Africa",0,"southAfrica"
"35-50",27,5,2,3,6,3,8,"Female","South Africa",4,"southAfrica"
"50+",-10,-2,-6,3,-3,0,-2,"Female","South Africa",-2,"southAfrica"
"20-35",12,-4,1,5,4,4,2,"Female","South Africa",2,"southAfrica"
"35-50",3,2,-2,0,-1,2,2,"Female","South Africa",-1,"southAfrica"
NA,10,2,3,2,1,1,1,"Male","South Africa",1,"southAfrica"
"50+",-22,-4,-6,-3,-2,-3,-4,"Male","Australia",-2,"AustrNZ"
"<20",-24,-5,-2,-5,-4,-4,-4,"Female","South Africa",-3,"southAfrica"
"20-35",5,3,-3,3,3,-2,1,"Female","South Africa",1,"southAfrica"
"35-50",-20,-3,-4,-6,-3,1,-5,"Male","South Africa",-3,"southAfrica"
"50+",-31,-5,-7,-9,-8,0,-2,"Male","South Africa",-5,"southAfrica"
"20-35",21,3,2,6,5,4,1,"Female","South Africa",2,"southAfrica"
"<20",-29,-4,-3,-6,-8,-3,-5,"Female","South Africa",-3,"southAfrica"
"<20",-11,1,-4,-2,-7,-3,4,"Female","South Africa",-3,"southAfrica"
"<20",2,1,-2,1,1,0,1,"Male","South Africa",2,"southAfrica"
"<20",-34,-8,-4,-6,-9,-5,-2,"Female","South Africa",-5,"southAfrica"
"<20",-16,-2,-4,-8,-6,5,-1,"Female","South Africa",-3,"southAfrica"
"20-35",-29,-6,-8,-5,0,-5,-5,"Female","South Africa",1,"southAfrica"
"20-35",5,-8,1,5,0,5,2,"Female","South Africa",-1,"southAfrica"
"50+",1,0,-4,-2,1,0,6,"Male","South Africa",0,"southAfrica"
"35-50",-24,-5,-10,-1,-3,-2,-3,"Female","South Africa",1,"southAfrica"
NA,-30,-5,-6,-5,-8,-3,-3,"Female","United States",-5,"northAmerica"
"20-35",-31,-3,-5,-7,-8,-4,-4,"Female","South Africa",-4,"southAfrica"
"20-35",-11,-2,-2,-7,-5,3,2,"Female","Australia",-1,"AustrNZ"
"35-50",-5,-6,-1,-3,-2,5,2,"Female","South Africa",1,"southAfrica"
"<20",-18,-4,-4,-8,1,-1,-2,"Male","South Africa",1,"southAfrica"
"<20",19,0,4,-1,4,8,4,"Male","South Africa",2,"southAfrica"
"20-35",-12,-1,-6,-3,1,-3,0,"Female","South Africa",0,"southAfrica"
"<20",-9,-7,-2,-6,6,1,-1,"Female","South Africa",3,"southAfrica"
"20-35",15,3,1,4,4,5,-2,"Male","South Africa",2,"southAfrica"
"<20",2,1,2,-2,1,-2,2,"Female","South Africa",2,"southAfrica"
"20-35",-12,-5,-5,-5,2,0,1,"Female","Australia",0,"AustrNZ"
"<20",-21,0,-7,-6,-4,-2,-2,"Female","South Africa",-2,"southAfrica"
"20-35",-19,-5,-7,-2,-3,0,-2,"Female","South Africa",-2,"southAfrica"
"35-50",-19,-6,-4,-1,1,-7,-2,"Female","South Africa",0,"southAfrica"
"<20",13,2,2,-1,1,5,4,"Male","South Africa",0,"southAfrica"
"35-50",-1,2,-2,1,2,0,-4,"Female","South Africa",2,"southAfrica"
"35-50",3,1,-1,1,-2,1,3,"Female","South Africa",-3,"southAfrica"
"20-35",-18,-3,0,-5,-3,-4,-3,"Female","South Africa",0,"southAfrica"
"50+",-15,-2,-10,2,-3,4,-6,"Male","South Africa",-3,"southAfrica"
"20-35",4,0,-3,4,-2,6,-1,"Female","South Africa",-3,"southAfrica"
"35-50",-20,-4,-6,-4,-5,-1,0,"Female","South Africa",-2,"southAfrica"
"35-50",0,-7,-1,3,0,2,3,"Male","South Africa",-1,"southAfrica"
"20-35",-13,-2,-6,7,-1,-4,-7,"Female","South Africa",1,"southAfrica"
NA,-27,-7,-6,-4,-5,2,-7,"Female","South Africa",-2,"southAfrica"
"50+",3,4,-6,0,2,5,-2,"Female","United States",1,"northAmerica"
"20-35",0,1,5,0,0,-3,-3,"Male","South Africa",0,"southAfrica"
"20-35",24,4,5,3,4,3,5,"Female","South Africa",2,"southAfrica"
"20-35",0,2,-2,-1,3,0,-2,"Male","South Africa",4,"southAfrica"
"35-50",-8,-5,-5,3,3,0,-4,"Female","South Africa",2,"southAfrica"
"20-35",-1,3,1,2,-7,-3,3,"Female","South Africa",-3,"southAfrica"
NA,-9,-3,-3,-4,5,-4,0,"Male","South Africa",3,"southAfrica"
"<20",-3,0,-2,1,0,-2,0,"Female","South Africa",0,"southAfrica"
"<20",-10,-1,-2,-4,-2,-1,0,"Female","South Africa",1,"southAfrica"
"20-35",-8,-1,-3,-1,-5,1,1,"Male","South Africa",-3,"southAfrica"
"35-50",-7,-2,-4,7,-1,-5,-2,"Female","South Africa",1,"southAfrica"
"35-50",-5,3,-5,-4,-3,3,1,"Male","South Africa",0,"southAfrica"
"<20",-7,-1,-5,-2,1,-1,1,"Male","South Africa",-1,"southAfrica"
"20-35",3,0,-1,-4,0,7,1,"Female","South Africa",-1,"southAfrica"
"35-50",-25,-9,-6,-3,4,-5,-6,"Male","South Africa",3,"southAfrica"
"20-35",-20,-4,-3,-5,-1,-2,-5,"Female","South Africa",2,"southAfrica"
"20-35",-16,-2,-4,-2,-5,0,-3,"Female","South Africa",-3,"southAfrica"
NA,-2,-3,-1,-3,-2,5,2,"Female","South Africa",-1,"southAfrica"
"<20",11,-1,6,0,0,4,2,"Male","South Africa",1,"southAfrica"
"20-35",-9,-5,-3,-3,0,2,0,"Female","South Africa",-2,"southAfrica"
"<20",-15,-5,-6,-2,-5,3,0,"Female","South Africa",-3,"southAfrica"
"20-35",9,0,4,1,-1,4,1,"Male","South Africa",1,"southAfrica"
"20-35",-21,-2,-7,-1,-5,-5,-1,"Female","South Africa",-1,"southAfrica"
"20-35",14,3,0,6,5,4,-4,"Female","South Africa",2,"southAfrica"
"<20",23,4,5,4,2,8,0,"Female","South Africa",3,"southAfrica"
"20-35",-21,-4,-1,-7,2,-6,-5,"Male","South Africa",2,"southAfrica"
"20-35",-19,1,-5,-8,-5,2,-4,"Female","South Africa",-2,"southAfrica"
"20-35",-6,0,-4,1,1,-1,-3,"Female","South Africa",1,"southAfrica"
"35-50",-27,-8,-10,-1,-1,1,-8,"Female","South Africa",-1,"southAfrica"
"35-50",-37,-6,-8,-7,-7,-3,-6,"Female","South Africa",-5,"southAfrica"
"35-50",-20,-4,-4,-2,-7,-3,0,"Male","South Africa",-4,"southAfrica"
"35-50",-20,-4,-5,-2,-2,-5,-2,"Female","South Africa",-2,"southAfrica"
"35-50",15,2,-1,6,1,0,7,"Female","South Africa",-1,"southAfrica"
"20-35",-17,-3,0,-5,-4,-3,-2,"Female","South Africa",0,"southAfrica"
"<20",6,1,-1,6,-2,0,2,"Male","South Africa",0,"southAfrica"
"<20",-12,-2,-2,-3,-3,1,-3,"Male","South Africa",0,"southAfrica"
"20-35",-20,-2,-8,-5,-3,0,-2,"Female","South Africa",-2,"southAfrica"
"20-35",15,6,7,-6,1,1,6,"Female","South Africa",0,"southAfrica"
"20-35",-13,-4,-6,-3,2,-1,-1,"Female","South Africa",0,"southAfrica"
"20-35",1,1,0,-2,5,1,-4,"Male","South Africa",3,"southAfrica"
"20-35",2,0,-5,6,1,2,-2,"Male","South Africa",-1,"southAfrica"
"<20",-26,-6,-5,-4,-4,-1,-6,"Female","South Africa",-1,"southAfrica"
"35-50",-18,-5,-6,3,-6,-4,0,"Female","South Africa",-2,"southAfrica"
"35-50",-21,0,-6,-7,-1,-3,-4,"Female","South Africa",2,"southAfrica"
"50+",-11,-1,-4,2,0,-3,-5,"Female","South Africa",3,"southAfrica"
"35-50",0,2,0,1,-2,-1,0,"Male","South Africa",-2,"southAfrica"
"35-50",4,-2,8,0,1,-2,-1,"Female","South Africa",2,"southAfrica"
"20-35",-12,-5,-2,-1,-1,3,-6,"Male","South Africa",-4,"southAfrica"
"20-35",-26,-3,-7,-4,-3,-5,-4,"Female","South Africa",-2,"southAfrica"
"20-35",-2,0,-1,-4,-2,2,3,"Female","South Africa",-2,"southAfrica"
"35-50",-23,-4,-7,-2,2,-7,-5,"Female","South Africa",0,"southAfrica"
"20-35",6,-1,-4,3,1,5,2,"Female","South Africa",-1,"southAfrica"
"<20",-12,-1,-6,-3,3,-3,-2,"Female","South Africa",3,"southAfrica"
"20-35",-29,-7,-9,0,0,-8,-5,"Female","South Africa",1,"southAfrica"
"50+",-6,-1,-7,-4,1,3,2,"Male","South Africa",-1,"southAfrica"
"50+",-24,-4,-7,0,-2,-4,-7,"Male","South Africa",2,"southAfrica"
"35-50",-9,-2,4,-5,-2,-3,-1,"Male","United Kingdom",0,"UKireland"
"<20",-1,-2,-1,0,1,-1,2,"Female","South Africa",4,"southAfrica"
"50+",-4,1,-1,0,0,-2,-2,"Female","South Africa",0,"southAfrica"
"20-35",7,0,-4,3,-1,5,4,"Male","South Africa",0,"southAfrica"
"35-50",13,2,2,5,-1,2,3,"Male","South Africa",-2,"southAfrica"
"20-35",-35,-6,-5,-7,-8,-5,-4,"Female","South Africa",-4,"southAfrica"
"50+",-14,-3,-5,0,-6,0,0,"Male","South Africa",-2,"southAfrica"
"20-35",-18,0,-3,-4,-3,0,-8,"Male","South Africa",0,"southAfrica"
"<20",-28,-6,-4,-7,-3,-2,-6,"Female","South Africa",-4,"southAfrica"
"20-35",-12,-3,-3,0,-2,-2,-2,"Female","South Africa",-4,"southAfrica"
"50+",-8,-1,-3,-3,0,0,-1,"Female","South Africa",-2,"southAfrica"
"20-35",-1,1,-1,0,-1,1,-1,"Female","South Africa",1,"southAfrica"
"35-50",4,-2,-9,7,3,6,-1,"Female","South Africa",0,"southAfrica"
"50+",-14,1,-1,-3,-5,-5,-1,"Female","South Africa",-1,"southAfrica"
"<20",-19,-6,-4,-6,-2,1,-2,"Female","South Africa",1,"southAfrica"
"20-35",12,1,-2,7,2,4,0,"Female","South Africa",1,"southAfrica"
"50+",-22,-4,-7,0,-2,-6,-3,"Female","South Africa",-3,"southAfrica"
"20-35",13,3,-5,4,1,6,4,"Male","United Kingdom",-1,"UKireland"
"20-35",-3,3,-3,-3,3,-1,-2,"Female","South Africa",2,"southAfrica"
NA,-9,-2,-3,2,-4,-2,0,"Female","United States",-2,"northAmerica"
NA,-13,-3,-4,-1,-1,0,-4,"Male","South Africa",0,"southAfrica"
"20-35",1,-4,0,1,6,-2,0,"Female","South Africa",4,"southAfrica"
"20-35",-26,-3,-6,-2,-5,-7,-3,"Female","South Africa",-2,"southAfrica"
"20-35",1,-1,4,-4,3,-1,0,"Male","South Africa",2,"southAfrica"
"20-35",-6,-2,-1,3,-3,-1,-2,"Female","South Africa",0,"southAfrica"
"50+",-11,-6,-6,4,1,-3,-1,"Male","South Africa",-1,"southAfrica"
"35-50",19,2,6,1,0,5,5,"Male","South Africa",-1,"southAfrica"
"20-35",15,-4,6,2,3,4,4,"Male","South Africa",0,"southAfrica"
"50+",-28,-5,-5,-5,-4,-6,-3,"Female","South Africa",-1,"southAfrica"
"20-35",-2,-5,1,5,0,1,-4,"Female","South Africa",-1,"southAfrica"
"20-35",-12,-2,-3,-4,0,2,-5,"Female","South Africa",-1,"southAfrica"
"20-35",-7,2,0,-1,-3,-5,0,"Male","Australia",-1,"AustrNZ"
"35-50",11,1,7,2,3,-1,-1,"Male","South Africa",1,"southAfrica"
"20-35",-26,0,-6,-6,-5,-6,-3,"Female","South Africa",-1,"southAfrica"
"35-50",-14,-3,-5,-5,1,-2,0,"Female","South Africa",2,"southAfrica"
"35-50",-14,-1,-6,-4,-1,0,-2,"Female","South Africa",-1,"southAfrica"
"35-50",-15,-3,-3,-5,-6,2,0,"Female","South Africa",-3,"southAfrica"
"35-50",-4,0,-3,5,-4,-1,-1,"Female","South Africa",-3,"southAfrica"
"35-50",-20,-3,-7,-3,-4,0,-3,"Male","South Africa",-1,"southAfrica"
"<20",-1,-2,0,-2,0,6,-3,"Female","South Africa",2,"southAfrica"
"35-50",-32,-5,-3,-7,-7,-6,-4,"Female","South Africa",-3,"southAfrica"
"35-50",14,5,1,6,1,0,1,"Female","South Africa",0,"southAfrica"
"20-35",-25,-5,-4,-6,-6,0,-4,"Female","Australia",-2,"AustrNZ"
"<20",18,5,-2,3,-2,8,6,"Female","South Africa",1,"southAfrica"
"20-35",-11,-3,-4,-6,-4,4,2,"Male","South Africa",0,"southAfrica"
"<20",12,0,1,3,5,0,3,"Male","South Africa",2,"southAfrica"
"<20",-3,-3,0,-5,0,4,1,"Female","South Africa",1,"southAfrica"
"<20",11,1,1,3,2,2,2,"Male","South Africa",2,"southAfrica"
"35-50",-10,-1,-6,-1,1,-1,-2,"Female","South Africa",2,"southAfrica"
"35-50",-1,2,-3,0,0,-2,2,"Female","South Africa",-1,"southAfrica"
"20-35",0,0,5,-2,2,-4,-1,"Female","South Africa",3,"southAfrica"
"50+",-24,-1,-7,-7,-2,-5,-2,"Female","United Kingdom",-4,"UKireland"
"35-50",-8,-1,-2,-4,-1,0,0,"Male","Australia",-3,"AustrNZ"
"<20",31,6,7,4,2,5,7,"Female","South Africa",1,"southAfrica"
"35-50",4,-1,1,2,1,0,1,"Male","South Africa",0,"southAfrica"
"<20",-5,-2,-2,0,4,-1,-4,"Male","South Africa",2,"southAfrica"
"20-35",-33,-6,-7,-7,-8,0,-5,"Female","South Africa",-4,"southAfrica"
"35-50",15,-1,4,5,-2,3,6,"Male","South Africa",-1,"southAfrica"
NA,-25,-3,-4,-8,-3,-5,-2,"Female","South Africa",-1,"southAfrica"
"20-35",-7,-1,-2,-4,2,0,-2,"Female","Brazil",3,"Other"
"35-50",-15,-4,0,-2,-3,-1,-5,"Female","United States",-2,"northAmerica"
"50+",2,0,-3,-1,4,1,1,"Male","South Africa",2,"southAfrica"
"20-35",-5,1,-7,1,-2,0,2,"Female","Canada",-3,"northAmerica"
"20-35",24,6,5,3,-1,5,6,"Female","South Africa",0,"southAfrica"
"<20",-20,-4,-3,-4,1,-5,-5,"Male","South Africa",1,"southAfrica"
"<20",-13,-3,-4,-3,0,-1,-2,"Male","South Africa",1,"southAfrica"
"50+",-23,-1,-2,-5,-5,-5,-5,"Female","South Africa",-4,"southAfrica"
"<20",5,-1,0,-3,3,4,2,"Female","South Africa",1,"southAfrica"
"20-35",-23,-5,-4,0,-7,-5,-2,"Female","South Africa",-4,"southAfrica"
"<20",1,1,-4,-4,1,5,2,"Female","South Africa",1,"southAfrica"
"20-35",7,3,0,2,1,0,1,"Male","South Africa",2,"southAfrica"
"35-50",-19,-4,-7,3,-2,-5,-4,"Female","South Africa",0,"southAfrica"
"20-35",-27,-6,-7,-8,-2,-1,-3,"Female","South Africa",-4,"southAfrica"
"50+",20,5,-1,8,0,4,4,"Female","South Africa",-1,"southAfrica"
"20-35",-2,-5,-7,3,0,6,1,"Male","South Africa",-1,"southAfrica"
"35-50",-5,3,-5,3,-4,-3,1,"Female","South Africa",-3,"southAfrica"
"20-35",8,2,-3,-1,2,5,3,"Female","South Africa",1,"southAfrica"
"20-35",11,0,5,3,5,-1,-1,"Male","South Africa",4,"southAfrica"
"35-50",11,6,2,1,2,-1,1,"Female","South Africa",3,"southAfrica"
"20-35",-2,0,-4,1,6,-4,-1,"Female","South Africa",4,"southAfrica"
"50+",-10,-1,-7,4,0,-4,-2,"Female","South Africa",1,"southAfrica"
"35-50",-16,-2,-4,-8,-2,3,-3,"Female","South Africa",-3,"southAfrica"
"35-50",-9,0,-5,-2,-2,-1,1,"Female","South Africa",2,"southAfrica"
"35-50",-9,-3,-4,1,0,-3,0,"notSay","South Africa",-1,"southAfrica"
"35-50",-10,0,0,-1,-2,-4,-3,"Female","South Africa",-2,"southAfrica"
"50+",-15,2,-6,-3,0,-3,-5,"Male","South Africa",0,"southAfrica"
"20-35",-24,-2,-6,-7,-7,-2,0,"Female","South Africa",-4,"southAfrica"
"<20",12,0,3,3,-1,5,2,"Male","South Africa",-2,"southAfrica"
"20-35",2,1,4,-1,4,-4,-2,"Female","South Africa",1,"southAfrica"
"50+",-14,-2,-3,-1,-6,-2,0,"Female","South Africa",-2,"southAfrica"
"50+",-32,-9,-8,-6,-7,-1,-1,"Female","South Africa",-5,"southAfrica"
"35-50",-22,-3,-6,-5,1,-3,-6,"Female","South Africa",-1,"southAfrica"
"50+",6,-3,-1,5,6,-3,2,"Male","South Africa",3,"southAfrica"
"20-35",16,2,3,4,3,2,2,"Male","Australia",2,"AustrNZ"
NA,-7,-4,-4,-1,1,4,-3,"Male","South Africa",-1,"southAfrica"
"<20",-18,-4,-5,-1,-4,0,-4,"Male","South Africa",-2,"southAfrica"
"50+",-19,0,-6,-3,0,-6,-4,"Male","South Africa",1,"southAfrica"
"<20",-25,-8,-6,-2,0,-4,-5,"Female","South Africa",-2,"southAfrica"
NA,3,0,1,0,1,-1,2,"Female","United States",1,"northAmerica"
NA,-11,-2,-2,1,-4,-3,-1,"Male","South Africa",-2,"southAfrica"
"20-35",-6,1,-4,-1,-3,1,0,"Female","South Africa",0,"southAfrica"
"35-50",-16,-4,0,-3,-3,-3,-3,"Male","South Africa",1,"southAfrica"
"20-35",-31,-5,-6,-4,-8,-7,-1,"Female","South Africa",-4,"southAfrica"
"<20",-14,2,-3,-3,-3,-4,-3,"Female","South Africa",1,"southAfrica"
"<20",4,0,-6,1,1,5,3,"Female","South Africa",1,"southAfrica"
"35-50",0,-4,1,-1,-2,6,0,"Male","Australia",-2,"AustrNZ"
"20-35",-29,-6,-6,-8,-4,1,-6,"Female","South Africa",-2,"southAfrica"
"<20",4,3,-1,6,-2,0,-2,"Male","South Africa",1,"southAfrica"
NA,-26,-5,-6,-4,-4,-5,-2,"Male","South Africa",0,"southAfrica"
"35-50",-10,0,-6,-8,-8,7,5,"Female","South Africa",-5,"southAfrica"
"35-50",-17,-1,-5,-5,1,-3,-4,"Female","South Africa",2,"southAfrica"
"<20",-26,-3,-4,-7,-1,-5,-6,"Male","South Africa",-1,"southAfrica"
"20-35",-9,-2,0,-2,-1,-4,0,"Male","South Africa",-1,"southAfrica"
"50+",-24,-2,-8,-3,-4,-2,-5,"Female","South Africa",-3,"southAfrica"
"50+",-25,-2,-7,-4,-1,-5,-6,"Female","South Africa",1,"southAfrica"
"35-50",3,1,-5,2,3,2,0,"Male","South Africa",1,"southAfrica"
"50+",-19,1,-5,-1,-1,-6,-7,"Male","United Kingdom",-3,"UKireland"
"50+",-3,-1,-9,0,1,0,6,"Female","United States",-1,"northAmerica"
NA,22,3,4,2,3,5,5,"Male","United States",1,"northAmerica"
"<20",-16,1,-4,-3,-4,-2,-4,"Female","Australia",-2,"AustrNZ"
"50+",1,-4,-4,4,0,2,3,"Female","South Africa",-1,"southAfrica"
"50+",7,-1,-3,6,5,0,0,"Male","South Africa",2,"southAfrica"
"35-50",5,1,0,1,3,1,-1,"Male","South Africa",0,"southAfrica"
"20-35",9,2,0,3,5,1,-2,"Female","South Africa",5,"southAfrica"
"20-35",-40,-6,-5,-9,-9,-6,-5,"Female","Australia",-4,"AustrNZ"
NA,-4,-2,0,5,1,-2,-6,"Female","United Kingdom",0,"UKireland"
"50+",-14,-5,-5,-3,3,-5,1,"Male","South Africa",2,"southAfrica"
"35-50",0,1,-3,-1,4,-3,2,"Female","South Africa",2,"southAfrica"
"20-35",-23,-5,-5,-6,-3,0,-4,"Female","South Africa",-1,"southAfrica"
"35-50",-11,4,-6,-1,-1,-2,-5,"Female","South Africa",-3,"southAfrica"
"35-50",-16,-3,-9,-3,-3,3,-1,"Female","South Africa",-4,"southAfrica"
"35-50",-9,0,-1,1,-4,-3,-2,"Male","South Africa",-1,"southAfrica"
